Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@DedekDedek-nu3wv,"Paslon01 dan 03 jangan sekali2 mengancam 02 ,karna rakyat yg memilih",paslon01 dan jangan mengancam karena rakyat yang memilih,"['paslon01', 'dan', 'jangan', 'mengancam', 'karena', 'rakyat', 'yang', 'memilih']","['paslon01', 'mengancam', 'rakyat', 'memilih']",paslon01 ancam rakyat pilih
@ruspindi,Mengikuti,mengikuti,['mengikuti'],['mengikuti'],ikut
@ghilangrisky4045,Qufjfiw original 😅rifi iris halus di Boru idjgi i❤,qufjfiw original rifi iris halus di boru idjgi i,"['qufjfiw', 'original', 'rifi', 'iris', 'halus', 'di', 'boru', 'idjgi', 'i']","['qufjfiw', 'original', 'rifi', 'iris', 'halus', 'boru', 'idjgi', 'i']",qufjfiw original rifi iris halus boru idjgi i
@savidanfathan8992,Inilah suara rakyat.yang bilang curang.suruh turun ke desa desa dan tanya langsung ke rakyat. Siapa yang rakyat pilih pilpres tahun ini..jangan otak kotor,inilah suara rakyat yang bilang curang suruh turun ke desa desa dan tanya langsung ke rakyat siapa yang rakyat pilih pilpres tahun ini jangan otak kotor,"['inilah', 'suara', 'rakyat', 'yang', 'bilang', 'curang', 'suruh', 'turun', 'ke', 'desa', 'desa', 'dan', 'tanya', 'langsung', 'ke', 'rakyat', 'siapa', 'yang', 'rakyat', 'pilih', 'pilpres', 'tahun', 'ini', 'jangan', 'otak', 'kotor']","['suara', 'rakyat', 'bilang', 'curang', 'suruh', 'turun', 'desa', 'desa', 'langsung', 'rakyat', 'rakyat', 'pilih', 'pilpres', 'otak', 'kotor']",suara rakyat bilang curang suruh turun desa desa langsung rakyat rakyat pilih pilpres otak kotor
@IlyassamsulSamsul,"Yang kalah masti bingong? Maklum yg namanya orang kalah  bingong dan strees <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1363"">22:43</a> s <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1363"">22:43</a> s <a href=""https://www.youtube.com/watch?v=Ua21uPr1eRc&amp;t=1161"">19:21</a> y😮g nac",yang kalah masti bingong maklum yang namanya orang kalah bingong dan strees si si yang nac,"['yang', 'kalah', 'masti', 'bingong', 'maklum', 'yang', 'namanya', 'orang', 'kalah', 'bingong', 'dan', 'strees', 'si', 'si', 'yang', 'nac']","['kalah', 'masti', 'bingong', 'maklum', 'namanya', 'orang', 'kalah', 'bingong', 'strees', 'si', 'si', 'nac']",kalah masti bingong maklum nama orang kalah bingong strees si si nac
@Ndell01,"Heran kepingin amat jadi presiden,dah kalah2 aja mendingan ucapin sama yg menang",heran pengin amat jadi presidendah kalah2 saja mendingan mengucapkan sama yang menang,"['heran', 'pengin', 'amat', 'jadi', 'presidendah', 'kalah2', 'saja', 'mendingan', 'mengucapkan', 'sama', 'yang', 'menang']","['heran', 'pengin', 'presidendah', 'kalah2', 'mendingan', 'menang']",heran pengin presidendah kalah2 mending menang
@MuhamadGm,An anjjs  a  anjs peresjkden kndo  n tangkal perabowo gjnran jokowj,an anjjs a anjs peresjkden kndo n tangkal perabowo gjnran jokowj,"['an', 'anjjs', 'a', 'anjs', 'peresjkden', 'kndo', 'n', 'tangkal', 'perabowo', 'gjnran', 'jokowj']","['an', 'anjjs', 'a', 'anjs', 'peresjkden', 'kndo', 'n', 'tangkal', 'perabowo', 'gjnran', 'jokowj']",an anjjs a anjs peresjkden kndo n tangkal perabowo gjnran jokowj
@MuhamadGm,Añjķis ankjs lletesiden jndo,ajis ankjs lletesiden jndo,"['ajis', 'ankjs', 'lletesiden', 'jndo']","['ajis', 'ankjs', 'lletesiden', 'jndo']",ajis ankjs lletesiden jndo
@MuhamadGm,😮ajakan  anjs pereskdanjan  anjjs perskkden  aanjj,ajakan anjs pereskdanjan anjjs perskkden aanjj,"['ajakan', 'anjs', 'pereskdanjan', 'anjjs', 'perskkden', 'aanjj']","['ajakan', 'anjs', 'pereskdanjan', 'anjjs', 'perskkden', 'aanjj']",aja anjs pereskdanjan anjjs perskkden aanjj
@MuhamadGm,Tangkap jokkwj gkbran perabowo tNgkap  gannat menag dj sjl tra  anis petesjden jnsk,tangkap jokkwj gkbran perabowo tngkap gannat menag dj sjl tra anis petesjden jnsk,"['tangkap', 'jokkwj', 'gkbran', 'perabowo', 'tngkap', 'gannat', 'menag', 'dj', 'sjl', 'tra', 'anis', 'petesjden', 'jnsk']","['tangkap', 'jokkwj', 'gkbran', 'perabowo', 'tngkap', 'gannat', 'menag', 'dj', 'sjl', 'tra', 'anis', 'petesjden', 'jnsk']",tangkap jokkwj gkbran perabowo tngkap gannat menag dj sjl tra anis petesjden jnsk
@cosmasmidi2079,saya heran ya sakwan2 kita yang mebgikutti kompentisi pilpris ini ketika kalah tidakmerasa puas iniyang saya herankan seharus kita harus lapangdada cubalah kitaberpikir yanglebih baiklagi yang kalah bearti tidak di ingankan masyarakat yang menang maka Itulah pulihan masyarakat kita ya maaf kawan kalausaya salah,saya heran ya sakwan2 kita yang mebgikutti kompentisi pilpris ini ketika kalah tidakmerasa puas iniyang saya herankan seharus kita harus lapangdada cubalah kitaberpikir yanglebih baiklagi yang kalah bearti tidak di ingankan masyarakat yang menang maka itulah pulihan masyarakat kita ya maaf kawan kalausaya salah,"['saya', 'heran', 'ya', 'sakwan2', 'kita', 'yang', 'mebgikutti', 'kompentisi', 'pilpris', 'ini', 'ketika', 'kalah', 'tidakmerasa', 'puas', 'iniyang', 'saya', 'herankan', 'seharus', 'kita', 'harus', 'lapangdada', 'cubalah', 'kitaberpikir', 'yanglebih', 'baiklagi', 'yang', 'kalah', 'bearti', 'tidak', 'di', 'ingankan', 'masyarakat', 'yang', 'menang', 'maka', 'itulah', 'pulihan', 'masyarakat', 'kita', 'ya', 'maaf', 'kawan', 'kalausaya', 'salah']","['heran', 'sakwan2', 'mebgikutti', 'kompentisi', 'pilpris', 'kalah', 'tidakmerasa', 'puas', 'iniyang', 'herankan', 'seharus', 'lapangdada', 'cubalah', 'kitaberpikir', 'yanglebih', 'baiklagi', 'kalah', 'bearti', 'ingankan', 'masyarakat', 'menang', 'pulihan', 'masyarakat', 'maaf', 'kawan', 'kalausaya', 'salah']",heran sakwan2 mebgikutti kompentisi pilpris kalah tidakmerasa puas iniyang heran harus lapangdada cubalah kitaberpikir yanglebih baiklagi kalah bearti ingankan masyarakat menang pulih masyarakat maaf kawan kalausaya salah
@RoySitumorang-su4tm,Untut lembaga surpemu,untut lembaga surpemu,"['untut', 'lembaga', 'surpemu']","['untut', 'lembaga', 'surpemu']",untut lembaga surpemu
@Csmframe,Curang ny dimana saya rakyat jawa antusias pilih 100% bpk prabowo gibran. Mau apa kalian apakalian tidak terima kekalahan. Kubu 01 dan kubu 03 jika ada pemilihan lagi pasti lebih tinggi dari angka yg di dapat 02  karna rakyat sudah pintar untk. memilih ingat itu.!!!,curang nya dimana saya rakyat jawa antusias pilih bpk prabowo gibran mau apa kalian apakalian tidak terima kekalahan kubu dan kubu jika ada pemilihan lagi pasti lebih tinggi dari angka yang di dapat karena rakyat sudah pintar untuk memilih ingat itu,"['curang', 'nya', 'dimana', 'saya', 'rakyat', 'jawa', 'antusias', 'pilih', 'bpk', 'prabowo', 'gibran', 'mau', 'apa', 'kalian', 'apakalian', 'tidak', 'terima', 'kekalahan', 'kubu', 'dan', 'kubu', 'jika', 'ada', 'pemilihan', 'lagi', 'pasti', 'lebih', 'tinggi', 'dari', 'angka', 'yang', 'di', 'dapat', 'karena', 'rakyat', 'sudah', 'pintar', 'untuk', 'memilih', 'ingat', 'itu']","['curang', 'nya', 'dimana', 'rakyat', 'jawa', 'antusias', 'pilih', 'bpk', 'prabowo', 'gibran', 'apakalian', 'terima', 'kekalahan', 'kubu', 'kubu', 'pemilihan', 'angka', 'rakyat', 'pintar', 'memilih']",curang nya mana rakyat jawa antusias pilih bpk prabowo gibran apakalian terima kalah kubu kubu pilih angka rakyat pintar pilih
@ZhipoerMbf,Klu ada kecurangan kenapa harus nunggu selesai tinggal tidak terima hasil pemilu biar di afakan pemilu ulang beres biar gak lama lama,kalau ada kecurangan kenapa harus menunggu selesai tinggal tidak terima hasil pemilu biar di afakan pemilu ulang beres biar tidak lama lama,"['kalau', 'ada', 'kecurangan', 'kenapa', 'harus', 'menunggu', 'selesai', 'tinggal', 'tidak', 'terima', 'hasil', 'pemilu', 'biar', 'di', 'afakan', 'pemilu', 'ulang', 'beres', 'biar', 'tidak', 'lama', 'lama']","['kecurangan', 'menunggu', 'selesai', 'tinggal', 'terima', 'hasil', 'pemilu', 'biar', 'afakan', 'pemilu', 'ulang', 'beres', 'biar']",curang tunggu selesai tinggal terima hasil milu biar afakan milu ulang beres biar
@supriyantobinramelan4109,"Siapapun presidennya bisa buat makmur negri ini. Terutama  BBM murah  Sembako murah ,,,terus jgn menangani covid seperti yg sudah  membuat rakyat hancur sampai sekarang ,,,",siapapun presidennya bisa buat makmur negeri ini terutama bbm murah sembako murah terus jangan menangani covid seperti yang sudah membuat rakyat hancur sampai sekarang,"['siapapun', 'presidennya', 'bisa', 'buat', 'makmur', 'negeri', 'ini', 'terutama', 'bbm', 'murah', 'sembako', 'murah', 'terus', 'jangan', 'menangani', 'covid', 'seperti', 'yang', 'sudah', 'membuat', 'rakyat', 'hancur', 'sampai', 'sekarang']","['presidennya', 'makmur', 'negeri', 'bbm', 'murah', 'sembako', 'murah', 'menangani', 'covid', 'rakyat', 'hancur']",presiden makmur negeri bbm murah sembako murah tangan covid rakyat hancur
@iosghiims5861,"mafhum kita ketahui, seseorang selalu akan berbicara sesuai kepentingannya,itu normal.pemilihan kata dan intonasi digunakan untuk mempengaruhi pikiran orang meskipun orang yg JD target kebanyakan juga SDH paham tujuann si pembicara,,,itu normal kita ketahui bersama.,JD seru aja jika melihat ekspresi seseorang berbicara membuat alasan dgn intonasinya.😁",mafhum kita ketahui seseorang selalu akan berbicara sesuai kepentingannyaitu normal pemilihan kata dan intonasi digunakan untuk mempengaruhi pikiran orang meskipun orang yang jadi target kebanyakan juga sudah paham tujuann sih pembicaraitu normal kita ketahui bersama jadi seru saja jika melihat ekspresi seseorang berbicara membuat alasan dengan intonasinya,"['mafhum', 'kita', 'ketahui', 'seseorang', 'selalu', 'akan', 'berbicara', 'sesuai', 'kepentingannyaitu', 'normal', 'pemilihan', 'kata', 'dan', 'intonasi', 'digunakan', 'untuk', 'mempengaruhi', 'pikiran', 'orang', 'meskipun', 'orang', 'yang', 'jadi', 'target', 'kebanyakan', 'juga', 'sudah', 'paham', 'tujuann', 'sih', 'pembicaraitu', 'normal', 'kita', 'ketahui', 'bersama', 'jadi', 'seru', 'saja', 'jika', 'melihat', 'ekspresi', 'seseorang', 'berbicara', 'membuat', 'alasan', 'dengan', 'intonasinya']","['mafhum', 'ketahui', 'berbicara', 'sesuai', 'kepentingannyaitu', 'normal', 'pemilihan', 'intonasi', 'mempengaruhi', 'pikiran', 'orang', 'orang', 'target', 'kebanyakan', 'paham', 'tujuann', 'sih', 'pembicaraitu', 'normal', 'ketahui', 'seru', 'ekspresi', 'berbicara', 'alasan', 'intonasinya']",mafhum tahu bicara sesuai kepentingannyaitu normal pilih intonasi pengaruh pikir orang orang target banyak paham tujuann sih pembicaraitu normal tahu seru ekspresi bicara alas intonasi
@AliMasud-ng3tv,Klo gk siap kalah jangan nyapres laaah (01),kalau tidak siap kalah jangan nyapres laaah,"['kalau', 'tidak', 'siap', 'kalah', 'jangan', 'nyapres', 'laaah']","['kalah', 'nyapres', 'laaah']",kalah nyapres laaah
@Jufridjafar-c3s,Orang yg tidak mau menerima kekalahan maka orang trsbt todak cocok d jadikan pemimpin baik pemimpin negara juga Agama titik,orang yang tidak mau menerima kekalahan maka orang trsbt todak cocok di jadikan pemimpin baik pemimpin negara juga agama titik,"['orang', 'yang', 'tidak', 'mau', 'menerima', 'kekalahan', 'maka', 'orang', 'trsbt', 'todak', 'cocok', 'di', 'jadikan', 'pemimpin', 'baik', 'pemimpin', 'negara', 'juga', 'agama', 'titik']","['orang', 'menerima', 'kekalahan', 'orang', 'trsbt', 'todak', 'cocok', 'jadikan', 'pemimpin', 'pemimpin', 'negara', 'agama', 'titik']",orang terima kalah orang trsbt todak cocok jadi pimpin pimpin negara agama titik
@fithriya_tsabita1,Kondisi saat ini dalam perekonomian Indonesia memberikan sinyal positif pada inflasi (5)😢,kondisi saat ini dalam perekonomian indonesia memberikan sinyal positif pada inflasi,"['kondisi', 'saat', 'ini', 'dalam', 'perekonomian', 'indonesia', 'memberikan', 'sinyal', 'positif', 'pada', 'inflasi']","['kondisi', 'perekonomian', 'indonesia', 'sinyal', 'positif', 'inflasi']",kondisi ekonomi indonesia sinyal positif inflasi
@PujiPku-wo2eo,Periksa ketua kpu yg mempermsin kn suara rakyat,periksa ketua kpu yang mempermsin kan suara rakyat,"['periksa', 'ketua', 'kpu', 'yang', 'mempermsin', 'kan', 'suara', 'rakyat']","['periksa', 'ketua', 'kpu', 'mempermsin', 'suara', 'rakyat']",periksa ketua kpu mempermsin suara rakyat
@ahongkoza3356,Saya rakyat Indonesia dari Indramayu dengan hati yang ikhlas memilih no 2,saya rakyat indonesia dari indramayu dengan hati yang ikhlas memilih no,"['saya', 'rakyat', 'indonesia', 'dari', 'indramayu', 'dengan', 'hati', 'yang', 'ikhlas', 'memilih', 'no']","['rakyat', 'indonesia', 'indramayu', 'hati', 'ikhlas', 'memilih', 'no']",rakyat indonesia indramayu hati ikhlas pilih no
@hermawan776,Lanjut kan program ikn demi kemajuan indonesia di mata dunia,lanjut kan program ikn demi kemajuan indonesia di mata dunia,"['lanjut', 'kan', 'program', 'ikn', 'demi', 'kemajuan', 'indonesia', 'di', 'mata', 'dunia']","['program', 'ikn', 'kemajuan', 'indonesia', 'mata', 'dunia']",program ikn maju indonesia mata dunia
@AbertNego-l1p,Ah ! Kalaopun g pemilu Bansos itu memang ada kan ?.,ah kalaopun tidak pemilu bansos itu memang ada kan,"['ah', 'kalaopun', 'tidak', 'pemilu', 'bansos', 'itu', 'memang', 'ada', 'kan']","['ah', 'kalaopun', 'pemilu', 'bansos']",ah kalaopun milu bansos
@nursyam3196,Emang klau kita berkompetisi harus ad yg menang ad g kalah tp yg kalah selalu g terima itulah manusia tdk ad kepuasan,memang kalau kita berkompetisi harus ada yang menang ada tidak kalah tapi yang kalah selalu tidak terima itulah manusia tidak ada kepuasan,"['memang', 'kalau', 'kita', 'berkompetisi', 'harus', 'ada', 'yang', 'menang', 'ada', 'tidak', 'kalah', 'tapi', 'yang', 'kalah', 'selalu', 'tidak', 'terima', 'itulah', 'manusia', 'tidak', 'ada', 'kepuasan']","['berkompetisi', 'menang', 'kalah', 'kalah', 'terima', 'manusia', 'kepuasan']",kompetisi menang kalah kalah terima manusia puas
@TiaTiara-o4w,Sekarang rakyat indonesia sudah cerdas kebanyakan memilih peresiden bpk prabowo termasuk saya yg memilih 02 astung kare orang bali bilang atau bersukur  pak prabowo menag mutlak salam sehat sy orang bali yg merantau kelampung,sekarang rakyat indonesia sudah cerdas kebanyakan memilih peresiden bpk prabowo termasuk saya yang memilih astung kare orang bali bilang atau bersukur pak prabowo menag mutlak salam sehat saya orang bali yang merantau kelampung,"['sekarang', 'rakyat', 'indonesia', 'sudah', 'cerdas', 'kebanyakan', 'memilih', 'peresiden', 'bpk', 'prabowo', 'termasuk', 'saya', 'yang', 'memilih', 'astung', 'kare', 'orang', 'bali', 'bilang', 'atau', 'bersukur', 'pak', 'prabowo', 'menag', 'mutlak', 'salam', 'sehat', 'saya', 'orang', 'bali', 'yang', 'merantau', 'kelampung']","['rakyat', 'indonesia', 'cerdas', 'kebanyakan', 'memilih', 'peresiden', 'bpk', 'prabowo', 'memilih', 'astung', 'kare', 'orang', 'bali', 'bilang', 'bersukur', 'prabowo', 'menag', 'mutlak', 'salam', 'sehat', 'orang', 'bali', 'merantau', 'kelampung']",rakyat indonesia cerdas banyak pilih residen bpk prabowo pilih astung kare orang bal bilang bersukur prabowo menag mutlak salam sehat orang bal rantau lampung
@awiaulia8722,Pospol nmr 2 yg unggul ya nmx ju perlombaan pasti ada yg kalah dan ada menang.,pospol nomor yang unggul ya nmx ju perlombaan pasti ada yang kalah dan ada menang,"['pospol', 'nomor', 'yang', 'unggul', 'ya', 'nmx', 'ju', 'perlombaan', 'pasti', 'ada', 'yang', 'kalah', 'dan', 'ada', 'menang']","['pospol', 'nomor', 'unggul', 'nmx', 'ju', 'perlombaan', 'kalah', 'menang']",pospol nomor unggul nmx ju lomba kalah menang
@bambangsuswanto,"Bedah partai, bedah presiden,jangan dipaksakan.",bedah partai bedah presidenjangan dipaksakan,"['bedah', 'partai', 'bedah', 'presidenjangan', 'dipaksakan']","['bedah', 'partai', 'bedah', 'presidenjangan', 'dipaksakan']",bedah partai bedah presidenjangan paksa
@bambangsuswanto,"Sulawesi,prabowo,gibran.menang .",sulawesiprabowogibran menang,"['sulawesiprabowogibran', 'menang']","['sulawesiprabowogibran', 'menang']",sulawesiprabowogibran menang
@bambangsuswanto,"Tapi ini bedah jauh bos,terimah saja.",tapi ini bedah jauh bosterimah saja,"['tapi', 'ini', 'bedah', 'jauh', 'bosterimah', 'saja']","['bedah', 'bosterimah']",bedah bosterimah
@bambangsuswanto,"Bedah,jauh bos,terimah kekalahannya.",bedahjauh bosterimah kekalahannya,"['bedahjauh', 'bosterimah', 'kekalahannya']","['bedahjauh', 'bosterimah', 'kekalahannya']",bedahjauh bosterimah kalah
@LastryFal,Alhamdullilah prabowo jadi prediden,alhamdullilah prabowo jadi prediden,"['alhamdullilah', 'prabowo', 'jadi', 'prediden']","['alhamdullilah', 'prabowo', 'prediden']",alhamdullilah prabowo prediden
@bambangsuswanto,Sudah mubasir bos,sudah mubasir bos,"['sudah', 'mubasir', 'bos']","['mubasir', 'bos']",mubasir bos
@EmiEmi-tp2eg,sblm rakyat brtndk harus ada putaran kedua,sebelum rakyat brtndk harus ada putaran kedua,"['sebelum', 'rakyat', 'brtndk', 'harus', 'ada', 'putaran', 'kedua']","['rakyat', 'brtndk', 'putaran']",rakyat brtndk putar
@EmiEmi-tp2eg,pemilu terburuk yg pernah ada,pemilu terburuk yang pernah ada,"['pemilu', 'terburuk', 'yang', 'pernah', 'ada']","['pemilu', 'terburuk']",milu buruk
@AZISNaba.,AZIS  NAba,azis naba,"['azis', 'naba']","['azis', 'naba']",azis naba
@FerdiandisemaSema,"Semoga pilihan calon presiden ,berjalan lancar dan juga aman terkendali n kondusif.fas@",semoga pilihan calon presiden berjalan lancar dan juga aman terkendali n kondusif fas,"['semoga', 'pilihan', 'calon', 'presiden', 'berjalan', 'lancar', 'dan', 'juga', 'aman', 'terkendali', 'n', 'kondusif', 'fas']","['semoga', 'pilihan', 'calon', 'presiden', 'berjalan', 'lancar', 'aman', 'terkendali', 'n', 'kondusif', 'fas']",moga pilih calon presiden jalan lancar aman kendali n kondusif fas
@Taaaa-ojousama,Kalau kalah ya yang jelek2keluar.....padahal yang jelek 2 ni semua udah tau tapi apa yang udah di berikan buat negara ...ngomong pinter .!kalau dah dikasih jabatan ya begitu itulah ...,kalau kalah ya yang jelek2keluar padahal yang jelek nih semua sudah tau tapi apa yang sudah di berikan buat negara mengomong pintar kalau sudah dikasih jabatan ya begitu itulah,"['kalau', 'kalah', 'ya', 'yang', 'jelek2keluar', 'padahal', 'yang', 'jelek', 'nih', 'semua', 'sudah', 'tau', 'tapi', 'apa', 'yang', 'sudah', 'di', 'berikan', 'buat', 'negara', 'mengomong', 'pintar', 'kalau', 'sudah', 'dikasih', 'jabatan', 'ya', 'begitu', 'itulah']","['kalah', 'jelek2keluar', 'jelek', 'nih', 'tau', 'negara', 'mengomong', 'pintar', 'dikasih', 'jabatan']",kalah jelek2keluar jelek nih tau negara omong pintar kasih jabat
@rosyidady5102,Ngikut aja lah..,ngikut saja lah,"['ngikut', 'saja', 'lah']",['ngikut'],ngikut
@RasimHj.mintra,Itu si Surya orang gila&#39; nganggap reme sama orang lain blm tentu dia mampuh..,itu sih surya orang gila nganggap reme sama orang lain belum tentu dia mampuh,"['itu', 'sih', 'surya', 'orang', 'gila', 'nganggap', 'reme', 'sama', 'orang', 'lain', 'belum', 'tentu', 'dia', 'mampuh']","['sih', 'surya', 'orang', 'gila', 'nganggap', 'reme', 'orang', 'mampuh']",sih surya orang gila nganggap reme orang mampuh
@Soang12,Udh Kalah Kalah aja 01 03 trima kenyataan GA usah CA ci cu,sudah kalah kalah saja terima kenyataan tidak usah ca ci cu,"['sudah', 'kalah', 'kalah', 'saja', 'terima', 'kenyataan', 'tidak', 'usah', 'ca', 'ci', 'cu']","['kalah', 'kalah', 'terima', 'kenyataan', 'ca', 'ci', 'cu']",kalah kalah terima nyata ca ci cu
@zullpikar-mt9yt,Julie. Yes. Hang. Curing. At. Tina&#39;s. Kds,julie yes hang curing at tinas kds,"['julie', 'yes', 'hang', 'curing', 'at', 'tinas', 'kds']","['julie', 'yes', 'hang', 'curing', 'at', 'tinas', 'kds']",julie yes hang curing at tas kds
@zullpikar-mt9yt,57.76p,76p,['76p'],['76p'],76p
@zullpikar-mt9yt,Hangar. Curing. P. Hiring. Sure AZ,hangar curing p hiring sure az,"['hangar', 'curing', 'p', 'hiring', 'sure', 'az']","['hangar', 'curing', 'p', 'hiring', 'sure', 'az']",hangar curing p hiring sure az
@BudiSantoso-ow4vx,Anakan banteng itu tahu apa  sih.. ayo sini datang kesini debat sama aku ajalh .<br>Aku tau betul proses di tps..kamu nol besar ..mulutmu aja kang  kanggg,anakan banteng itu tahu apa sih ayo sini datang kesini debat sama aku ajalh aku tau betul proses di tps kamu nol besar mulutmu saja kang kanggg,"['anakan', 'banteng', 'itu', 'tahu', 'apa', 'sih', 'ayo', 'sini', 'datang', 'kesini', 'debat', 'sama', 'aku', 'ajalh', 'aku', 'tau', 'betul', 'proses', 'di', 'tps', 'kamu', 'nol', 'besar', 'mulutmu', 'saja', 'kang', 'kanggg']","['anakan', 'banteng', 'sih', 'ayo', 'kesini', 'debat', 'ajalh', 'tau', 'proses', 'tps', 'nol', 'mulutmu', 'kang', 'kanggg']",ana banteng sih ayo kesini debat ajalh tau proses tps nol mulut kang kanggg
