Timestamp,Username,VideoID,Comment,Date
2024-02-19T04:03:05Z,@zullpikar-mt9yt,Ua21uPr1eRc,57.72,2024-02-19T04:03:05Z
2024-02-19T04:02:38Z,@zullpikar-mt9yt,Ua21uPr1eRc,57.,2024-02-19T04:02:38Z
2024-02-19T03:38:57Z,@BudiSantoso-ow4vx,Ua21uPr1eRc,Anakan banteng itu tahu apa  sih.. ayo sini datang kesini debat sama aku ajalh .<br>Aku tau betul proses di tps..kamu nol besar ..mulutmu aja kang  kanggg,2024-02-19T03:38:57Z
2024-02-19T01:54:57Z,@andrayyradhika448,Ua21uPr1eRc,Rakyat udah jenuh melihat radikalisme kita orang timur punya adab sopan santunyg bikin gaduh di negri ini hanyalah orang keturunan yg slalu bawa2 keturunan nabi nabi sopan dan sabar yidak rafikal kanya yg ngaku2 cucu2nya,2024-02-19T01:54:57Z
2024-02-19T01:50:05Z,@andrayyradhika448,Ua21uPr1eRc,Disinilah 01 td demokrasi kekeh mau duaputaran apakah beliau punya uang untuk membiayainya walau 100 putaran orang radikal td akan menang yg jelas pemborosan anggaran apakah td sebaiknya uangny,2024-02-19T01:50:05Z
2024-02-19T00:42:32Z,@Ki-hitam-ki-gede-alang-alang,Ua21uPr1eRc,Hiduuuuup prabowo ❤,2024-02-19T00:42:32Z
2024-02-19T00:42:06Z,@Ki-hitam-ki-gede-alang-alang,Ua21uPr1eRc,Hiduuup prabowo.,2024-02-19T00:42:06Z
2024-02-19T00:16:25Z,@andangSuryadi-zk4fe,Ua21uPr1eRc,"Saya hanya aneh dan ga masuk akal ...padahal 1dan 2 ...di debat capres ,ga ada gagasan ..KLO di bandingkan cafres no3",2024-02-19T00:16:25Z
2024-02-19T00:07:06Z,@romiwijaya1938,Ua21uPr1eRc,"Apa lagi yang dikawal dan dijaga klo kalah ya kalah saja, justru pasukan nomor 02 yang harus menjaga kecurangan jangan sampai 01 dan 03 berbuat curang",2024-02-19T00:07:06Z
2024-02-19T00:04:49Z,@romiwijaya1938,Ua21uPr1eRc,Walaupun suara 01 digabung dengan 03 tidak akan bisa mengejar suara 02.cukup 1putaran pemimpin sabar menangbtelak,2024-02-19T00:04:49Z
2024-02-19T00:00:57Z,@romiwijaya1938,Ua21uPr1eRc,Pemimpin yang sabar dihujat danbdiremehkan didebat presiden didoakan oleh selurh masarakat indonesia untuk menjadi presiden 2024,2024-02-19T00:07:52Z
2024-02-18T23:42:47Z,@budiutomo-e2g,Ua21uPr1eRc,satu putaran aja cukup 02 pasti menang,2024-02-18T23:42:47Z
2024-02-18T23:17:21Z,@edwinpurnama4740,Ua21uPr1eRc,Pada umumnya pemilih prabowo adalah pemilih/pendukung fanatik sejak pemilu 2014-2019 sekarang 2024 di tambah pendukung jokowi jelas menang telak,2024-02-18T23:17:21Z
2024-02-18T23:04:32Z,@asepsudrajat6362,Ua21uPr1eRc,Bukti prabowo menang kelak 58%,2024-02-18T23:04:32Z
